title_id,title,genre,authors,weekdays,length,subscribers,rating,views,likes,status,synopsis
6881,Seasons of Lovesome,ROMANCE,"HONGDUCK,NEMONE",THURSDAY,40,256014,9.87,6773864,870297,HIATUS,"Life isn’t always perfect, but love certainly makes it better. The exciting tale of young love continues a year following the story “Seasons of Blossom.” Bomi and her university classmate Pureum’s lives center around a new place, “Cafe Blossom & Nemone Art Studio,” as they navigate the joy and hardships of university and professional life. "
6880,I Became a Level 999 Demon Queen,FANTASY,"LEE JAE-I,Hangaga,SANSOBEE",TUESDAY,54,312189,9.28,11516592,960016,ONGOING,"The terminally ill daughter of a poor family is given a new lease on life when she is granted the chance to be reborn as anyone she wants. But her plans go awry when she accidentally wishes to become the wrong character of the video game she likes—Raina Rubellite, the final evil boss that torments the righteous main character of the game “The Power of Love”. Now, our protagonist finds herself reborn as an evil devil queen with overpowered dark magic powers, but she won’t let the video game’s plot stop her from living the life of her dreams!"
6879,The Villainess Just Wants to Live in Peace!,ROMANCE,"Graycat,Honaran,Lee Harin",TUESDAY,48,745862,9.11,19328331,1503660,HIATUS,"I quit my terrible job and set off on a trip, only to die in a plane crash! I woke up to find myself reincarnated as Tanasia Breloff, the villainess of a novel I once read. Tanasia was scheming to harm her sister out of jealousy, but I’m not interested in villainy; I’m content being a beautiful, wealthy noblewoman! But wait… don’t I eventually get killed in the novel? I must prevent my death—so I can live the peaceful life I’ve dreamed of! This series contains themes regarding abuse and may not be suitable for all readers. Viewer discretion is advised.
"
6878,Changing the Genre From Angst to Heartwarming,ROMANCE,"Hwang DoTol,Ryuho,Yangdam",SUNDAY,52,389235,9.28,14265429,1186199,HIATUS,"I've been reincarnated. Into a novel I used to enjoy in my past life, no less!
My name is Renatis, and I'll be playing the part of little sister to the female lead in this dark, tragic whirlwind of a story where a beastly bad boy shatters my sister's hopes, dreams, and her life. My sister is too good and too beautiful, and I'm not about to let that happen to my perfect sister.
So, I'm taking charge. I shall turn this dark, tragic story into a heartwarming tale of healing. I will save my sister.

This series contains themes regarding child abuse that may not be suitable for all readers. Viewer discretion is advised. If you or someone you know is struggling or in crisis, please reach out for help at Crisis Text Line (http://crisistextline.org/)."" "
6877,JAKDU: Shaman's Blade,FANTASY,"232,POGO",SATURDAY,52,98349,9.76,2433264,231387,ONGOING,"Yongjin is a struggling orphan–a blunt realist with no time or money to spare on superstitious nonsense. But on his 16th birthday, he finds his life taking a dramatic turn when his classmate Huisu, whom he had never interacted with before, suddenly asks to be his girlfriend. For the first time, Yongjin isn’t alone–but his new company isn’t exactly the kind he had always wished for, as he finds himself being chased by spirits instead! Though this wasn’t quite the sweet sixteen he had in mind, Yongjin must now navigate  through a new world he never thought existed."
6859,DevilUp,ACTION,VoyceMe Inc.,FRIDAY,25,31626,4.2,300926,24673,COMPLETED,"Silas Reinheart has lost his family and the love of his life, only to awaken in hell facing the consequences of his dying words. He had cursed the gods and blamed them for the horrors struck upon his village, dooming him to an eternity of torment. But when a Devil offers Silas a deal, his fate is altered allowing him to return to the world of the living and collect souls as the Devil’s Spawn. If Silas refuses, he and his loved ones will be lost for eternity, however if he accepts the Devil’s contract there is a chance he can save the souls of those he lost."
6858,Duolingo Unleashed,COMEDY,"Karen Buchanan,Kylie ""Kole""  Hunsinger",TUESDAY,5,296412,8.92,7581847,129616,COMPLETED,"Overwhelmed by his growing workload, Duo the Owl seeks an assistant. When his search leads him to a free clone machine, he thinks all his problems are solved—after all, who better to help Duo than Duo? But when Duo’s grand ambitions blow up in his face (literally) and wayward clones start terrorizing the city, it’s up to Duo and his crew to restore order… and more importantly, his reputation! Buckle up for a new adventure that questions what it truly means to be yourself."
6856,I Killed the Main Player,FANTASY,"GREENKYRIN,HELP.ME",SUNDAY,55,235520,8.94,9302789,656677,ONGOING,"Being a character of your favorite game is great! Sure, he’s just a minor NPC, but Corin knows this game like the back of his hand. With his knowledge and the main player Sihu’s abilities, everything’s going smoothly - until Corin discovers Sihu’s been murdering innocent NPCs and stealing their items. Horrified but powerless to stop him, Corin awaits the end of the game - only for Sihu to mysteriously fail at the last mission. Instantly, Corin travels three years back in time. Now, he’s determined to kill Sihu and take on his role - defeat the final boss and save the world."
6855,Too Late for Regrets,FANTASY,"Jiyeop,Dalseul",SUNDAY,52,207270,7.28,5650723,332516,ONGOING,"The tale of Princess Ines is a tragic one. Born a royal of the Zener Empire, she is reviled and neglected as a child born out of wedlock. To compound her misfortune, Ines is married off to Grand Duke Ryan of Eleanor, a renowned war hero of the Lezan Empire who fought against Zener. Ryan proves a stern and distant husband to Ines, and she soon determines that she must fight for a life of dignity – if not in Eleanor, then elsewhere. Thus begins a marriage of emotional reserve and regrets…"
6854,Tales of the Unusual 2,HORROR,Seongdae Oh,THURSDAY,52,53208,9.8,1774483,221885,ONGOING,"From twisted games of evil demons and the roaming of the undead to strange technology that makes the impossible happen, dive into Tales of the Unusual 2, another thrilling collection of supernatural horror stories that will have you scrolling for hours. With just the right balance of dark humor and the unexpected, each short story pulls you into a new immersive world and unravels plot twists you never would've imagined. Just remember, there's nothing to be afraid of... If you have nothing to hide."
6853,Banhyang: The Remote Island,HORROR,PIGGY,MONDAY,48,36428,9.04,534885,49376,COMPLETED,"Sehim’s field trip to Banhyang Island takes an ominous turn when a fierce storm leaves everyone stranded. As three students inexplicably vanish amidst the storm, Sehim and his friends scramble to find out why. But, their desperate efforts only seem to drag them deeper into the island’s sinister secrets— every revelation intensifying the chilling forces lurking on the island, their chances of leaving the island seem uncertain by the day. 

"
6852,A Life-Changing Turn,THRILLER,"Gwang-jin,Ghna,YOPY",THURSDAY,40,72065,9.3,1814768,168889,COMPLETED,"My name is Sua Jo, and my life couldn't get any better - my loving dad is a Mayor, my handsome boyfriend is the top dog in school, my fun-to-be-with friends love me, and my background is top-notch. My life is perfect. But wait, did I just hit someone?! No, no I didn't... No one saw me, so nothing happened. My life is still perfect, or so I thought... until ""M"" appeared claiming to be a witness. You think I'll let you ruin my perfect life?! Just wait until I find you!				"
6851,Introverted Us,COMEDY,NA,SATURDAY,53,321136,9.72,10064513,982718,ONGOING,"Do you ever wonder what the most popular boy at school is really like? As it turns out, he might be just as awkward and shy as any of us. That’s what wallflower Jayu Nam begins to discover after a chance encounter with Jahyeok Yeo, a boy in her class who seems to excel at everything in life. Well, almost. Underneath Jahyeok’s persona is a secret super-introvert who would rather just stay home, except his charming good looks keep forcing him into social situations. Together, Jayu and Jahyeok begin to learn a little something about friendship and maybe more…


"
6850,Pieces of Humans,THRILLER,"IRON Shin,SICK",THURSDAY,53,37337,9.56,825209,82889,ONGOING,"“Healed Zombies,” those with rotting bodies but sound minds, are desperate for living humans; not just to kill but to receive transplants of their healthy body parts and survive! Fragmented spirits, fragmented bodies, and fragmented humanity... this is the desperate survival of broken people, left only with pieces of humans!"
6849,Return of the Runebound Professor,FANTASY,"Laurel Pursuit,Actus,AETHON,Sauerkrauss,Daniel Krauss",FRIDAY,51,188888,9.65,6061430,608199,HIATUS,"Magus Vermil was a scumbag — the most hated professor at a magic academy. Then someone murdered him. He never would have been heard from again if not for a lost soul from Earth by the name of Noah Vines.
Transmigrated into Vermil’s body, Noah assumes the man’s runic powers and extensive list of enemies. There’s just one problem. Noah has to teach class tomorrow, and he has no damn idea what magic is."
6848,My Best Friend is an Eldritch Horror,FANTASY,"Actus,AETHON,Tevagah,Laurel Pursuit,Sauerkrauss,Blacklapiz Studio,Soranokami",THURSDAY,50,177978,8.95,5671457,556428,HIATUS,"Good things come to those who wait. Damien Vale didn't, and now he's bound to an Eldritch creature from beyond the farthest reaches of the universe. It's unfathomable, utterly evil, and likes to be called Henry. To Damien, none of that mattered. He was going to learn magic, and he'd be damned if he let something as small as this set him back. "
6847,Snow and Briar,COMEDY,M. Nires,TUESDAY,37,73079,9.39,2358759,411823,HIATUS,"Prince Snow is the fairest in the land, so how can they expect him to get married when nobody even comes close to his perfection? Perfect manners, perfect hair, perfectly getting everything he wants.  The only thing he can't have is a life without his evil stepmother, who desperately wants him out of her hair forever. A quick scheme and three month carriage ride later, and Snow finds himself being married off to the towering Princess Briar. Is she just infatuated with him like everyone else, or does she have secrets of her own?"
6846,Mindful Love,ROMANCE,Nécole Bee,SATURDAY,42,33781,8.65,489710,73672,HIATUS,"Somewhere deep in a human brain, maybe even your own brain: Anxious and Sorrow unexpectedly fall in love, and the BrainWorld has a whole new dilemma."
6845,Red Spine,ACTION,Zeroci,TUESDAY,35,166331,8.86,2574540,204835,HIATUS,"Monsters live among us.

A mysterious creature called the ""GENDERUWO"" was just a local myth - no one paid attention, no one cared - until the day of the breakout. A defense force was formed to protect the people from monster attacks, and among them was Venix - a young soldier discredited by the rest but desperate to prove himself. Little do they know there is more about this kid than they first believed. A Monster lives among them."
6831,Forged in Flames: The Piece Maker,FANTASY,"Mozza,SSUNG",SATURDAY,3,35671,9.13,806041,87789,COMPLETED,"It’s red, hot, and burning with flames!
Sage is a young boy from a small village who dreams of becoming a renowned Piece Maker like Edmond Dantes. But when his antics to help others with crafting skills get him in trouble with the local mercenary gang, a trio of rowdy blacksmiths who call themselves the Red Pepper Guild show up and come to his aid.
He joins the Red Pepper Guild in their quest to solve the mystery of strange dungeons and mana stones, but can he survive the battles and the blazing dishes his eccentric guild master cooks up?
"
6828,Sellswords & Sorcery,COMEDY,CME_T,"WEDNESDAY,SATURDAY",50,55892,9.32,2682138,399807,HIATUS,"Honor, Bravery, Glory. Captain Ronja and her merry band of misfit mercenaries don't really know what those words mean. They just REALLY need to get paid and don't mind killing for it."
6822,Disaster is Always By My Side,ROMANCE,Lee Hye,SUNDAY,56,134387,9.68,3144318,413694,ONGOING,"Everything seems perfect in Dami Yun's life. Her career prospects look bright, and her childhood crush Ho-won even moved back to Korea to confess to her. But her world turns upside down when an anonymous letter leads her to a mysterious house, where she ends up trapped for three hours… except in the outside world, a decade has passed and Dami has been declared dead! Can Jaenan, the mysterious, surly god and owner of the home, help her navigate this chaos? Why does disaster strike wherever she goes? And why is this unhelpful god having prophetic dreams about them being together?!"
6821,Even When I’m Dead,ROMANCE,"BestFriend,MIKA,Han Yoon seol",THURSDAY,40,271880,8.98,7423271,615267,HIATUS,"On the day of my wedding, I found out that my lover was cheating on me with my best friend. I died because of their betrayal, and when I opened my eyes again, I returned to the past. I thought this was a blessing from God, a chance to take revenge. But this return was neverending as I kept dying either from their betrayal or in an accident. After my repeated death, I realized that accidents did not cause all of my deaths but that I was being murdered. So this time, I faked my death and left everything behind to catch the murderer, who was killing me repeatedly and to take my revenge finally."
6780,Regression of the Close Combat Mage,FANTASY,"Mayumi Sou,Mugi Ayumu,Momonome Memeno,Fuyuki23",THURSDAY,55,252114,8.1,10004114,679266,ONGOING,"When Vidrak the Death God invades and the fate of humanity hangs in the balance, the greatest mages of the realm stand in defiance… only to find that their spells have no effect, as the dark overlord effortlessly picks apart their attacks. Overwhelmed by a horde of monsters, long-range mage Setsuna Cromwell uses his last resort, the Amulet of Resurgence, to travel 10 years into the past. Now a freshman twice over, Setsuna must go against the grain by studying melee magic, known as the least prestigious domain – and the only one with a chance of defeating Vidrak.
"
6757,Dead Mansion,ACTION,"SGT,PTJ COMICS,Haetae,Hoin",TUESDAY,52,114559,9.33,3096140,251224,HIATUS,"Children--pure, innocent, and ready for a new beginning with their foster parents. 
But here at the Dead Mansion, those seemingly innocent features become lethal assets.
Our orphans are schooled under the finest instructors, ensuring they meet your highest expectations and are sure to impress.
However, these guardian angels come with a steep price tag. Perfection, after all, is a cruel mistress.

Would you like to see the catalog now?"
6756,The Perfect Contract,ROMANCE,"TTUSOL,TAEZA,Kim Sohee",MONDAY,57,376189,9.49,14872924,1063319,ONGOING,"Junwon, a perfect man, and Ju-i, a woman who knows her abilities and charms, strike an unusual deal: they will date with one strict condition—no falling in love. What starts as a simple arrangement soon becomes complicated as unexpected feelings begin to surface. Can they stick to their promise, or will emotions get the better of them? Dive into a world where love is both the goal and the enemy, and find out if their hearts will follow the rules or break free."
6755,To Drown In You,THRILLER,"Jaengnwo,Sung sil",SATURDAY,54,81739,9.56,2138723,188593,ONGOING,"Hyeseong, a boy living on a remote island, and Yunhae, a mysterious mermaid, become each other’s only friend. But soon after they meet, they’re separated after Hyeseong moves away. 

Six years later, Yunhae develops a mysterious power and finds Hyeseong again. Unfortunately, too much has changed, and Hyeseong can no longer dedicate all his time to her as he did in their childhood. He tells her they are too different, but Yunhae’s attachment to Hyeseong slowly transforms into an obsession...	"
6754,The Genius Murim Fitness Trainer,FANTASY,"MIDNIGHT STUDIO,Koul,cru cru",FRIDAY,57,114265,9.4,5490448,521671,ONGOING,"Ganghyeok is ruined. His gym business is failing and there's no way he can pay off his debts. But one night, while reading his favorite author's latest webnovel, he gets sucked into a world of martial arts fantasy and wakes up as a child monk in the Shaolin temple. There, he must apply his knowledge of modern fitness to survive their strict training, juggle the friends and enemies he makes along the way, and find a way to get back home.				"
6753,In Between,ROMANCE,HBCUL8ER,SUNDAY,56,510995,7.09,20084004,1166600,HIATUS,"Eunseo Lee and Sihwa Kang have been friends all their lives. One day, Eunseo shatters their comfortable relationship by asking Sihwa out, and Sihwa moves away soon afterward. Eunseo tries her best to forget him until they meet in a college class six years later. He seems to know about her unrequited love for him, and to make matters worse, he moves in with her family after running away from his hostile home environment. Can Eunseo cope with his sudden reappearance in her life? And is it possible that Sihwa loves her back?"
6752,Behind Her Highness’s Smile,DRAMA,"Studio wooridle,Amid",WEDNESDAY,59,477785,9.28,19584811,1520866,ONGOING,"When the king offers Aerik Cladinae his own sister's hand in marriage for his meritorious deeds in battle, he didn't expect to get saddled with a limping, drooling woman like Miesa Esquillre. Driven insane by her brother's physical and psychological torture, Miesa rolls around on the ground, spills food all over herself, and screams unintelligebly as a way of communicating. But sometimes, Aerik catches a flash of shrewd understanding behind those vacant eyes. Is Miesa truly as mad as everyone thinks... or is she hiding something?"
6751,Trapped in a Soap Opera,DRAMA,"Ganno,Apricot.K",WEDNESDAY,60,823149,9.64,25138026,2175921,ONGOING,"After a life of hardship as an orphan, Jia Han finally achieves the dream of homeownership... only to have her moment of jubilation cruelly cut short. While indulging in her guilty pleasure--a riveting soap opera--she experiences a sudden, piercing chest pain and meets an untimely demise. But when she wakes up, she finds herself not in the afterlife, but within the very drama she was watching and as none other than its villainess! In a realm where a glance sparks a scandal and a step triggers a landmine of emotions, what fate lies ahead for Jia?
"
6748,You Can’t Kill Me: The Secret Bride of the Black Wolf,ROMANCE,"HAEMIN,Kingkang,Yim Hye",MONDAY,57,460412,9.39,13633794,971312,ONGOING,"Yeonwu Chae, a talented yet lonely composer from Korea, finds herself and her family trapped in the underworld after a car crash. In her first life, she marries Hyojo, who ultimately kills her. In her second life, she takes revenge by taking her own life in front of him. But despite her desperate wish for an end, she’s given another chance at life. However, this time, instead of encountering Hyojo, she is discovered by Hwita, a mysterious man with a black wolf as his guardian spirit. Can Yeonwu break the cycle and find true safety in this treacherous underworld?"
6747,My Stepdaughter is a Bunny,FANTASY,"Karin Park,Sisse",MONDAY,60,160738,8.72,5715885,577371,ONGOING,"Gloria wakes to find that she has become the infamous evil stepmother of a cute little werebunny?! She has mysteriously entered a fantastical world of knights and werebeasts, but not as its main character. Now, she must prove that she is not the terrible person everyone thinks she is. It won’t be easy, but she has help. The World Tree’s butterfly guardians will aid her in winning the trust of her new husband and stepdaughter."
6746,The Last Passage,HORROR,"RD,KIRO",SUNDAY,57,80201,9.53,1986048,246015,ONGOING,"Hell? Far from it. After all, isn't this what you wanted?
After choosing to end his own life, Huiseo Yun awakens adrift on a wooden raft in a bleak, desolate ocean. Attacked by a monstrous creature that defies reality, he questions if it's a dream... but his instincts scream otherwise. Just when all seems lost, he is rescued by a mysterious woman who resembles a grim reaper. As he catches his breath, Huiseo asks: am I in hell?"
6745,Our Night Shift,ROMANCE,"Circlecircle,Showbi,liveby",SUNDAY,52,506712,8.55,9936749,418314,COMPLETED,"“Miss Shin, please work your night shift at my house from now on.”
The workaholic vice president Jehu asks his secretary Yuna Shin four days after their company bans the night shift. Just like that, the two of them begin working together at night, but it doesn’t take long before their attention turns toward each other instead of work."
6744,Guardian Girl,ROMANCE,MJ Kim,THURSDAY,57,42774,9.47,1507025,153657,ONGOING,"An immortal highschool student, Soyeong is secretly crushing on human golden retriever Huijae. 
Mysteriously, he keeps coming into near-death danger and Soyeong repeatedly sacrifices herself to protect him. 
Something begins to grow between the two, and someone doesn't like that. What will happen to their lives and fate?!"
6743,Skool of Street,SPORTS,Slanket,MONDAY,57,128181,9.75,4096878,466461,ONGOING,"DJ, drop the beat! When 18-year-old K-pop stan Suhyeon gets his heart broken, he turns to his actual true love, girl group sensation MainTainA–especially his bias, the group’s main dancer, Hailey. Leaving his bittersweet first relationship behind to transfer to Seoul, Suhyeon finds not only a spitting image of his bias in the school dance club member Hye-eun, who is supposedly Hailey’s younger sister, but also a new love in the most unexpected of places: the art of street dance! While helping Hye-eun overcome her stage fright, Suhyeon finds there may be more to life than love!"
6742,Reincarnated Murim Lord,HISTORICAL,"JP,boo-kyoum,pttValley,Y.H.JANG",TUESDAY,54,99735,9.65,4261780,361972,ONGOING,"Regret is the bane of old men. When aging Alliance Lord Hajin Cheon of the Grand Martial Alliance reflects on his immense legacy, he finds that he recalls little of his deeds or even the lives of his closest advisors. Stricken by a mysterious ailment, Hajin suddenly passes away only to wake up in the body of Ridan Byeok, heir to the Byeok Clan of swordsmen. The only problem is, Ridan is a well-known wastrel, the polar opposite of the virtuous and stern Hajin. Righting the wrongs of his predecessor, Hajin begins to uncover the truth behind his death…"
6741,When the Mad Emperor Holds Me,ROMANCE,"Flowermeat,Rata,Yim Hye",FRIDAY,46,214285,6.23,6647868,449737,HIATUS,"Princess Celeste has endured a life of torment under her half-brother Raf's oppressive rule. Just as she loses all hope, an unexpected opportunity for marriage appears. Batizo, the fierce emperor of the Kelenev Empire, and his enigmatic aide, Terkan, enter her life, offering a chance to escape. As Celeste finds herself caught between Batizo's wild intensity and Terkan's dark allure, a complex web of romance, jealousy, and power begins to unfold. Will Celeste navigate her way to freedom and love, or will she be ensnared by the dangerous passions that surround her?
"
6740,BOSS RETURN,ACTION,Seijun Yang,THURSDAY,49,35193,9.46,1180579,80670,ONGOING,"The boss has returned?!
Ganghun Baek, the boss of a national criminal organization, suddenly wakes up in his old high school classroom after being stabbed by his trusted subordinate.
Will he be able to avoid a life of violence this time and prevent his wife's death?"
6739,The Holy Emperor’s Grandson is a Necromancer,FANTASY,"Kimoong,Shadow Man,Kimdanwon",WEDNESDAY,56,151154,8.72,5478995,445432,ONGOING,"After a near-death experience, something has changed about the Holy Emperor’s troublemaker of a grandson. To be precise, his body was taken over by a Korean man who died while playing a VR video game! But when his necromancer character is mixed with a Holy Prince’s blood, things start getting funky. The zombies he makes are incredibly nice, his curses start healing people, and the girl he saved from being turned into a zombie suddenly gains super strength. Now he has to play the hero, but he’d really rather just go for a nap."
6738,The Returner’s Road to Retirement,FANTASY,"SEOHUI,INSA,Ganjjajang",SATURDAY,56,85638,9.14,3103219,247898,ONGOING,"After two decades of battling extradimensional monsters and protecting the world, Dae-in Lim is finally ready to retire and enjoy a peaceful life. However, the morning after his retirement party, he wakes up to find himself back in time… before he even gained his powers. Armed with knowledge of the future, Dae-in is determined to secure his fortune and retire again, but this time within three years."
6724,Overtime Elite,SPORTS,"Brandon Chen,Laurel Pursuit,Inuupen,Overtime",FRIDAY,50,47926,9.17,1319595,90536,HIATUS,"Omari’s dream was always to become a professional basketball player. But that dream was quickly crushed by reality. There’s school, money, his strict aunt, and the future, of which he wasn’t sure of until a mysterious scout discovers his talent with a ball and offers him a ticket to Overtime Elite Academy, a high-tech program designed to craft the world's greatest basketball player. Does Omari have what it takes to survive against the most competitive basketball talent? Or will his dream slip away again?"
6723,SHIRAI,ROMANCE,Andrian Januar Adilia,TUESDAY,25,95230,9.17,1615593,116046,HIATUS,"Amakusa Rin, fearsome daughter of the Blue Dragon faction leader, and Horii Shinsuke, soft-spoken fighter of the Shirai faction, find themselves in a strange situation. To consolidate power between their factions they have to… get married?! With Rin hell-bent on avenging her mother’s death and Shin determined to marry only for love, their union is doomed from the start. After negotiating an engagement period, Rin and Shin must find a way to annul their marriage without instigating all out war between their factions. Can they succeed before their wedding night… or before they catch feelings?"
6695,The Dang Clan’s Swordmaster Heir Just Wants a Normal Life,ACTION,"Hwagye,SUPJA,PSG",THURSDAY,60,97670,8.87,4435435,343016,ONGOING,"The Dang clan of Sacheon, once renowned for its poison and hidden weapons, is now on the path to its demise.
That is, until Yeonmyeung Dang, an outcast boy of the clan, awakens by recollecting the memories of his past life
as the 'god of swords' who devoted his life to mastering the sword.

Will the boy be able to protect his family and fulfill his dream of living a normal life?"
6693,The Password Is 002!,ROMANCE,PADO,THURSDAY,58,157004,9.7,7024517,586674,ONGOING,"The night before Sujeong plans to confess her feelings for Dojin, she runs into him on the street and is devastated to find out that he doesn't even know her name. Too afraid to face him in class the next day, Sujeong hides in the storage locker, where she meets Dojin's younger brother Jaeyun. With Jaeyun's help, will she able to win Dojin's heart?"
6692,The New Hire is the Demon Lord,FANTASY,"HAUNI,Soobni",TUESDAY,59,120092,9.15,3514105,334309,ONGOING,"Dullahan, the demon lord who once terrorized the world, finally revives in modern-day Korea, eager to take revenge against the hero who defeated her centuries ago. But all she can find is his descendant, Yongrae Kim: a hapless, incompetent office worker with no prospects and no joy in life. Ending his life now would only be doing him a favor, so Dullahan decides to improve his life first… but Yongrae's two-timing girlfriend and his many strict superiors at work stand in the way. Can Dullahan crush the office hierarchy and awaken Yongrae's dormant hero abilities to make her revenge more satisfying?
"
6679,Hidden Class Gravity User,FANTASY,"Nekoko,Chikuwa",MONDAY,66,351402,7.52,15772850,1016889,ONGOING,"“Who needs a bandit, anyway?”
That’s the last thing Ikoma Ichinose, a bandit-class hunter, heard before he got kicked out of his party and ran into a monster that would kill him.
But he was given a second chance at life in the form of a time-turning pocket watch.
“Yeah, who needs a bandit?”
This time, Ikoma chooses to be a gravity master to have a shot at becoming the greatest hunter of all time.
"
6678,Surviving the Apocalypse,THRILLER,SONG,WEDNESDAY,55,159868,9.64,5090784,415835,HIATUS,"“When the apocalypse comes, the world will be ridden with bloodshed and screams of anguish. In the end, none but ashes will remain.” He has been locked up in an underground prison his whole life. He does not know his name. He does not know when the world will end, nor if the world really even will end. The only thing he knows is that he has been imprisoned... by his own father.				"
6677,One Husband Is Enough,ROMANCE,Go Sun Young,FRIDAY,60,317693,8.17,12751873,931814,ONGOING,"A girl who has been alone her whole life stumbles upon a VR fantasy dating simulator that allows her to be who she always wanted to be — someone loved by everyone. She chooses a character named Crocetta Gaetani, who grew up neglected by others just like her. Now she’s stuck permanently in the video game world until she can win over one of the game’s male leads and beat the game. Will Crocetta be able to marry one of the male leads and finally return to her reality, or will she be stuck in this VR nightmare forever?"
6676,I Am the Strongest Transcendent,FANTASY,"Eto Shunji,Tsuchida Kenta",WEDNESDAY,61,174142,9.07,7146845,402009,ONGOING,"You know how they say “never meet your heroes”? Well, what if you’re literally about to die? Failed hunter Minato spent his entire life dreaming of becoming just like the 106 Progenitors, a heroic band of transcendents who defeated the Tower of Monsters three centuries ago, but he never expected to meet them in his dying moments when his high-school bully tries to kill and scapegoat him for looting their tomb. The Progenitors offer him a second lease on life by letting one of them take over his body, but that’s not enough for Minato: he wants them all!"
6675,The Ki Sisters,COMEDY,bumbae,TUESDAY,7,756369,9.8,14565505,1468602,COMPLETED,"In the shadowy heart of Seoul near Cheonggyecheon Stream lies a sinister mansion whose porch only fools would dare tread. Welcome… to the house of the Ki sisters: Jang-nyeo, Sal-gyo, Jae-rim, and Jenny. Homeschooled and raised in isolation, the four sisters and their inadvertently menacing demeanor may strike terror into the faint-hearted, but don’t judge a book by its cover: the youngest, Jenny Ki, is a scary-- I mean, starry-eyed hopeless romantic who’s out to find love! The problem is… everything she knows about love is from romance novels. Will Jenny put the Ki in “kiss” or “kill”?"
6674,Peaceful Camping Life in Another World,FANTASY,"Irinbun,MKk,GEUMUIHAENG",SUNDAY,60,200461,9.79,8816114,889879,ONGOING,"Star chef Ganghyeon Lee, who has lost his sense of taste, retreats to a peaceful countryside to escape the public eye. In his grandfather's rural home, he stumbles upon a portal to another world. Taking advantage of his escape, he decides to enjoy a relaxed camping life in this new world. However, the inhabitants of this world keep showing interest in him. Will Ganghyeon be able to live a peaceful life?
"
6673,Emerald Midnight's Lover,DRAMA,Baeck Jack,SATURDAY,61,75993,9.03,1374359,147904,ONGOING,"The year is 1887 in the rolling hills of the French countryside. The estate of Viscount de Rougemerle gently basks in its verdant glory, a beacon in the twilight years of the aristocracy. With the return of the viscount’s wayward son Cameron, however, the tranquility of this stately home threatens to shatter into scandal. It falls upon Edgar O’Grady, an Irish butler in service of the Rougemerles, to maintain decorum in the household, all the while protecting his childhood friend June and his master’s daughter Lady Victoria, as each furtive glance gleams the emerald green of envy…"
6672,The Knight Only Lives Today,FANTASY,"SOULPUNG,IAN,Lee Hyun Min,Kanara",FRIDAY,62,336043,9.89,16788815,1604102,ONGOING,"Is dying repeatedly a blessing? Enkrid's life-long dream of becoming a knight looked to be forever out of reach, until one day he died... and woke up at the beginning of that same day! Now that he has unlimited chances to train and engage in mortal combat, just how far can he go?"
6671,Dark Mermaid,FANTASY,DDOGAK,MONDAY,60,167395,9.71,6263838,764797,ONGOING,"She just wants to start fresh so she can graduate in peace. She just wants to leave behind all the bad memories - her sleepwalking, the trauma from being bullied at school - all of it. She did everything she could to keep to herself, but the class president, Hae-on, just won't leave her alone. One day, when Seulbi visits the local lake Hae-on recommended, she comes across something she never imagined seeing in her wildest dreams: a wild, dark mermaid.
This series contains themes regarding bullying that may not be suitable for all readers. Viewer discretion is advised. If you or someone you know is struggling or in crisis, please reach out for help at Crisis Text Line (http://crisistextline.org/)."
6670,"Press Play, Sami",ROMANCE,kang eun young,SUNDAY,52,347103,9.79,13653827,1381239,ONGOING,"After her parents died, Sami gave up her life of fortune to live independently, doing odd jobs to make ends meet. When she starts to get involved with two of the most popular boys at her high school, Sami faces twists and turns -- Chan is her neighbor, and Pyojun makes her have conflicted feelings. Things get more complicated when she finds out that Chan has feelings for Pyojun as well! With her mom’s only keepsake in hand to keep her feet on the ground, Sami navigates obstacles that she wasn’t prepared for -- and aren’t even in her budget!"
6669,Reincarnated as My Husband’s Mistress,ROMANCE,"Tuttori,myuu,WOOJOO",FRIDAY,62,277242,7.16,8338578,614587,ONGOING,"Adrienne Trovica, the sole Grand Duchess of the Rhonta Empire, suddenly dies from a seizure and wakes up in the body of Countess Bleiah Acacia, who looks exactly like her. As it turns out, Bleiah is no ordinary woman. She was the mistress of Adrienne’s loving husband, Noevian Trovica. Adrienne, shocked by the news, attends her funeral as Bleiah to confirm the rumor. To her surprise, she sees a man crying for her at her grave. Who is this mystery man, and was everything that she knew about her husband a lie?"
6668,The Superhuman Era,SUPER_HERO,Supp,SUNDAY,64,96469,9.72,3074618,222503,ONGOING,"When the xenoterran invasion began, the only ones who stood between us and the monstrous creatures were the superhumans. 
But while some chose to use this power for good, others had more sinister intentions.
Kang Lim is a high school student with a secret -- he’s the vigilante superhero known as the White Cap, fighting back the mysterious monsters whenever he can.
But the world he protects isn’t what it seems -- there is more to the emergence of the xenoterran than meets the eye, and strange forces are at play in the shadows..."
6667,The Gwichon Village Mystery,THRILLER,"Daehan LEE,YELLOW_SHEEP",MONDAY,63,202607,9.72,6616861,511494,ONGOING,"Mumyeong Heo’s grandmother passed away years ago.
But when he visits her home to spend some time in the quiet countryside, he notices that someone kept it clean all this time.
His new neighbors aren’t exactly thrilled by his visit. In fact, most of them don’t want him around.
But that’s when his nasty neighbors go missing one by one… for better or worse.
"
